tweetID,retweet_count,favorite_count
9680170,4848,250
1773335,1331,1459
3821927,3945,4868
7357137,6770,8783
9848133,2116,2889
6922419,9583,12353
2178793,7045,11839
8733679,826,1641
8429328,6772,10211
9591884,5792,7645
5081962,2825,6756
4218098,4697,5389
7787128,2215,2426
3080009,4978,7836
2171321,1764,4791
1602175,6577,6872
1315262,385,1015
7736742,125,4458
2963163,2625,4976
6355603,2105,5917
4012167,1657,4933
5632493,3922,5497
3293872,9380,9669
5289705,8588,13130
6648383,297,3574
8262842,7413,8957
3015842,7490,11121
3499777,1560,3513
2062668,2194,4676
5176041,697,4848
6021851,5692,9199
8125798,197,1285
7104265,120,1685
9438818,9380,9857
3046800,9252,12668
8485806,972,5457
9852538,8355,12378
7530865,1914,3931
8766006,8974,13631
5196038,3799,7684
3370573,6871,8996
9583744,1701,5897
5883856,4302,8905
1249321,2187,7080
6277143,5808,6468
9655882,3767,7057
7883797,6022,9752
3549600,4519,9445
5072839,2039,5608
5152222,1241,6184
6116329,248,2638
6554948,5324,8258
4321907,1535,5618
7028245,9683,12356
9349716,8635,10379
9614492,5800,9021
7399808,3610,3614
3456080,4710,5197
9024409,5644,9960
3535684,7378,11067
3841197,2884,6030
9402751,7301,7809
6377933,4269,8235
5561538,9368,10790
6681632,6352,9214
4633629,3306,5784
6110525,5891,9428
2760263,2885,4934
9513855,7593,9565
2693956,873,5439
6815914,8311,8864
7824790,2838,6455
3541617,8836,12131
3033238,6906,8867
4837457,4415,8823
8703285,3594,6435
1758252,7367,8053
9761002,9457,11641
5245716,3560,3721
8839197,9856,13236
4872473,3232,6548
2923189,6132,10213
3072599,7106,7763
6629445,2276,6544
1897523,5956,10935
7614067,5390,9512
5051558,9209,13754
6164838,9024,12462
9871951,7744,8305
5739763,1376,1906
9646626,2234,7085
9379239,4013,5600
7006112,5295,5590
6572924,505,3313
1469185,3680,4612
6381218,2915,3455
7276992,6170,10550
7763959,5259,9767
9118605,4570,4657
5567071,9205,10756
7275971,782,4647
7498701,9336,10794
5290249,6747,8779
5151989,5068,8282
3134720,4629,8177
2808603,713,3078
6881258,6446,9639
3878714,8201,9702
6412919,4974,8777
6067641,1781,3739
4035357,863,3499
3993888,7398,8771
2895501,2712,5127
1305359,4042,6419
8342569,1781,2844
6634260,913,4536
7966918,5103,9850
8291429,8708,8748
3399135,7496,9319
3271345,6622,8054
6709204,6318,9213
2185034,83,3605
8571990,4978,6614
9748046,6735,11370
7441864,9179,12908
7144203,3990,4740
4748420,9170,9874
5460271,8917,13386
7993992,3120,7026
6825750,393,2299
6757195,9406,13916
2681554,7078,10054
6971299,6420,11154
9032636,8476,10855
8894150,6561,10636
6537781,115,1957
7395393,3720,4254
8683811,8274,9391
3191314,4634,8166
2738431,69,756
4026716,9567,10503
9406767,3664,7085
1717252,3233,6956
4499536,1219,2111
5781505,9065,10117
6570283,5781,6854
3141272,328,4322
9639185,790,4401
9686538,8049,8183
8669187,6806,8791
8847292,6639,9738
9123972,1695,1995
6776891,9912,13808
6688061,9207,13558
2887838,3597,6250
8749239,9386,13526
3101554,7294,10937
3762708,3503,4258
5304011,5943,9389
8884932,6287,8461
2757849,4420,8343
9492970,8979,13514
3720218,4797,8726
8927772,6172,9481
8106448,3780,5901
6213105,7385,9279
5046597,3386,5512
7880479,5992,7657
7460194,2227,4237
5331100,2434,6331
8142468,29,2345
6784583,6527,7620
8260601,541,5457
8928856,8617,10019
1380140,68,5014
3992500,9037,12397
2229551,8736,12295
9510406,8020,10288
5871863,4924,6765
8828132,201,1317
4708824,9665,10892
2829920,2493,2620
6802481,4148,5818
7319786,4379,8115
1487589,9934,13127
7168625,3922,5238
8099190,507,857
5697692,9439,12413
4038940,8239,10372
3331174,6558,9330
2132831,218,1939
9594323,6605,7540
7600492,6120,6160
5879843,8889,12909
2130836,8944,10808
3243646,674,2976
8456589,5321,7906
4726657,3399,4079
2203947,8085,9938
7535725,8010,12548
1937891,4548,5457
1839143,940,3329
4664172,6725,7930
7370248,2596,3091
9955540,1705,2932
1422889,6243,8244
7606990,537,4971
1920298,841,5286
9946378,2208,2587
1237817,5475,7048
9657816,6380,7876
3544412,4941,5404
2281014,941,5034
7909648,7328,7743
4162284,5123,8644
1191932,1534,5036
3199472,9379,13519
7640640,1508,5200
4908987,7482,10170
5315598,4099,5788
8585029,8455,12630
6092791,8310,8351
1343530,2444,5985
1454972,6572,8339
1847018,3270,7016
4303852,6014,6924
6253624,3557,5857
6169222,1637,2682
2234599,8815,10259
5069478,9334,13809
3432620,6087,6671
5808922,7860,7861
8856712,2603,6604
2118777,2878,5093
1606009,7975,10852
1474047,2303,7051
2598924,729,5254
2703355,9010,11002
9696777,8999,11554
4242515,3071,3751
9386392,916,5135
3595230,3303,6346
7112132,5751,10377
8327563,3221,3354
2557606,5834,9854
8650834,558,2732
5782708,4998,9088
1786146,4848,5208
3544507,492,2295
2810389,9388,11117
1711763,5830,8576
5370960,6697,8025
9942061,6479,9041
9109377,3005,6128
8854117,2288,6433
8524216,33,296
8640089,2621,5341
7502672,9963,10351
3213199,7464,9791
6478102,3814,6464
5290278,7799,10438
5148214,2988,6692
8455075,1427,5526
4370742,8749,12636
6305632,2738,4233
7004713,8826,13012
5582544,8074,8151
8975286,2660,7226
6545379,1614,4482
2435881,9985,11224
4241201,7633,8220
1265790,9511,12264
4389440,1353,3113
1273594,8536,10880
6247178,1373,4875
5773592,5377,6522
6717749,2244,5597
9168143,1501,2667
8817784,7171,10061
6356616,5783,10116
1551317,9702,13410
1781651,3642,3838
9583518,9013,10849
7007562,8533,11404
3146671,8428,8554
7679830,7219,11306
2275748,2941,7458
3776692,4739,6594
4793827,5528,6063
5351276,7415,9251
2161212,2718,5849
6981374,2435,6377
2176751,6763,9104
9815528,7406,8466
6239959,9754,12788
1548568,349,5330
2917849,2237,4975
1632059,6964,8633
2595583,6858,7347
2269797,9633,12968
6714971,1099,1939
7353585,8851,12565
8914953,4515,7438
6480477,6315,9967
6607902,1526,2956
6005303,5403,7101
6539464,8224,8468
9487280,7480,10938
2458009,1996,6339
5370056,8537,10317
4155089,595,1974
4859376,3061,5641
1001048,5795,6951
4612377,6450,11161
4480989,4220,4705
9194844,4077,5813
6311247,4554,5152
4869501,7415,10938
6996125,8555,11025
9871954,4182,6184
1257358,1901,6264
4041429,7441,8219
2417752,9405,9427
6876053,3628,4414
8089659,2385,5415
5745512,3073,3536
2734463,6033,10919
7909193,685,5479
4640572,3576,7887
3389086,8914,13467
6946443,1263,2059
8272156,2726,5626
5788196,7861,7873
1622331,8475,12298
7262601,408,1632
2739339,6066,9750
4899985,3922,4314
3091980,9575,10289
1309457,7099,9773
7535258,8699,9138
2552443,6068,6079
1152034,5862,6212
4906974,1503,3256
3089100,1600,3217
1346904,4045,7725
9906463,7600,10613
7639267,5144,5777
4422352,1820,5560
1104286,3589,5880
6275148,5584,6825
7998959,2265,4707
3086197,3675,5223
7264237,9955,13131
3628604,2702,4073
2591263,1745,3481
2832393,6365,7458
5549525,5889,8199
1009981,6410,9014
9301058,4280,7837
4291366,616,4271
7205945,2865,4862
9938237,1629,4779
8576982,5880,6220
9665989,8423,9429
5324274,8857,11974
3636040,5341,5742
2009715,1172,1431
3199077,241,4503
8845606,7736,11764
5531787,2555,6090
8122486,9718,10138
4677853,2334,5203
5553299,4236,6921
2560912,6977,10765
6789493,8521,13061
4687860,1096,1342
7211656,6983,10371
9340611,9731,11774
4400498,6675,8770
8074785,4360,8846
6351204,2312,4576
2890909,7615,12467
6142045,698,5174
9133634,3138,3966
9704425,3675,7365
4567865,6597,9972
8452331,6625,10989
3740299,2025,5688
5115790,2966,6419
4701416,3928,6278
2765938,9500,11419
6167562,493,1231
2331404,8403,10603
8726114,7260,9672
7902454,5909,9261
1659108,7122,11021
4346341,3874,6183
4024166,9074,11038
7815429,7979,8578
2044656,9132,9147
8126341,8045,12150
4425390,4103,4388
6422016,3002,4141
3352622,3128,7304
7237631,4018,8845
5305227,4859,7858
9908386,9932,11831
5564685,8578,10616
9909935,408,2144
6068409,1449,1841
1070882,9272,11581
4489900,6904,7990
1605910,3172,7793
7619164,2845,5684
1201620,9341,11797
6754085,5570,8345
5868959,4381,8338
3871097,2747,4476
7255597,582,4719
3835640,1110,5755
2831416,6372,9104
4210574,3528,7888
7667446,4597,6050
1044137,7831,7880
2700091,6773,9522
6570482,5914,7025
4842786,2600,4344
8435171,7976,11507
2157494,6971,8125
7243382,5642,7414
2908947,1484,4879
8291321,3665,7712
2026952,3281,5975
5304848,4378,8402
8083129,997,3958
9552041,1634,3809
1940848,7375,7848
3911946,5441,9982
1385942,9436,13892
8161199,964,2946
8347261,3671,3750
2884111,8432,12215
7307677,1995,3655
9832491,4137,6023
2985886,9086,12457
1816595,7459,7692
