tweetID,retweet_count,favorite_count
8119354,5341,250
1773335,8362,515
8776359,3555,3608
2455378,2900,6142
9274590,5820,7217
8903967,9574,12267
6174100,4209,8655
3209995,4459,9170
5991213,2528,6595
3763544,7694,10990
5916555,1218,2075
8280555,111,3158
5952803,4720,4957
1666012,915,4367
7758824,1406,5281
6341480,1952,5021
7303505,8658,12724
6610417,8543,12764
2707713,93,4394
2233647,328,1546
2016749,7393,11158
4694362,4940,8542
7950986,4709,9630
4348492,8000,11513
5754399,9480,13299
9257169,1470,5314
9717750,4000,4117
9544365,318,3415
6831272,4502,8746
5461523,7312,8724
3843341,2059,5426
1810966,5650,9085
9151288,3662,8301
4674107,497,3111
6086072,4830,6100
4039316,3647,3854
5989607,7055,11425
8528554,4995,9226
6587315,7939,10904
2791667,2293,5355
5403839,1444,4589
8180667,586,4280
1952536,5079,8304
2189173,9963,10359
1676933,6989,10610
9678673,392,1063
7503153,6787,8439
8708502,3135,3196
3679539,4918,6377
9386404,2240,3880
5179263,2069,6619
6311446,7459,10370
1194241,422,1905
4943306,465,628
1524725,3334,6402
8723888,6748,10066
4810316,9825,10397
6886015,681,2474
5244277,7581,9455
9010230,8908,11639
8024050,8089,11245
7393019,3871,4696
1185798,8185,9336
4502674,3937,8488
2330175,1563,6131
6881000,6545,10797
7651785,2472,4991
8545194,2669,6094
9482067,5429,5743
6391210,2035,2817
3415940,7133,8484
5810987,3405,7732
5590396,1444,4644
1556395,9999,12155
2802244,1504,3519
2229745,8659,12065
3802040,4980,9803
5395565,3701,4012
5954152,279,1501
1413546,3741,3861
7185808,3012,5659
6224374,4277,7040
6519377,1724,2964
2061190,7717,10931
4333823,7397,12317
5420677,5062,8558
9465580,8138,8567
7258213,9780,13527
6288195,4081,7403
4277658,2080,2535
1502566,4932,8560
2692195,4506,8933
5303459,2478,3554
3978692,9430,12697
4346784,2616,6108
5519581,2500,5608
4784984,15,4673
6353569,6012,10211
7603132,8640,10785
8752745,5656,5748
3138104,8770,12280
4986982,5520,10069
9580857,7085,9956
3524789,7447,8414
4424401,6146,9696
3650466,1888,3494
1841079,43,2518
8345533,2024,5014
8999365,7807,8552
1016098,1435,5265
4667662,7182,7691
7745301,4237,4643
2662427,7184,7867
6638997,8297,8479
7246627,2082,4806
8497148,4395,7011
6828176,7761,8094
1678106,3746,8328
1290939,8190,11661
1562016,848,1762
3176509,2708,5850
9110741,2987,4697
9069981,6702,11232
8160032,3179,7987
9558683,323,1174
7718231,760,3041
9934818,6690,9872
6689266,9352,13831
4360087,3206,4164
4617871,3134,6766
8859523,7962,9020
3434611,7773,9101
7084812,8635,10554
9401304,4402,8102
3037742,915,1388
7735129,6471,11009
4107259,886,3559
4227144,6886,8975
8763075,1789,3804
1423188,8865,11398
2162072,5564,9228
1671656,2962,5445
6245212,5698,6172
3113858,8177,12172
7715245,2333,2775
3840454,4902,7441
3593010,2744,5704
7836576,4939,8345
1937175,8850,9535
5009904,6478,7517
3174682,9241,9494
2235677,3355,7784
9339925,1353,3554
9422143,7575,7805
3956291,3500,6752
5405378,8955,11890
5730812,6505,9277
6484828,8429,12035
2066110,663,669
8097385,2162,3418
9433224,7786,8696
6700841,7002,9865
5825470,6737,7685
8126430,1743,5190
6044004,3820,8583
8670227,4474,7666
7641043,3651,7164
7908073,8298,9694
5044052,255,2707
5077892,2512,3319
9484082,8579,13216
4004211,4833,8646
9555606,6435,6691
8266447,6601,9869
7478886,8014,8595
1033841,6708,8952
1877287,283,4959
1132188,3218,5283
8109961,7487,8838
6168831,3058,3227
2865733,118,1756
6952872,5428,8223
2064292,661,1490
6584263,8552,8770
3173025,8891,9273
1547886,3569,4348
3836604,1119,3452
8225658,6852,7544
8221423,7083,7465
4453359,4814,5062
8390320,9090,10612
8706201,8823,12223
3794990,1665,4650
5088977,5014,5272
1381264,6526,8581
7762233,9316,10687
5514531,6972,7956
2349400,9338,14041
6305343,9293,10351
6629582,5790,7826
6649179,8970,12114
1350534,1539,1648
7718293,3018,3751
9551147,7135,7308
7168916,7619,8901
1835483,292,3767
6111151,5205,8929
8351551,7300,11637
4100065,6425,8013
7844897,5760,7291
2881729,2693,3223
7104121,7018,10732
3202534,6332,7126
9386726,1312,1358
7241086,9543,10641
5155506,3500,6019
3172202,6244,8433
4029449,38,2263
9617863,3902,4737
2659318,6005,10978
3372642,3513,5160
8152056,6093,7609
5206152,9544,12219
7288974,1208,5509
1637802,1537,3751
6584183,3123,3800
4194726,8570,11085
3050812,5678,9049
4877349,7974,10829
7869526,8916,9552
4114008,7892,8929
5979765,8636,8735
1276022,5476,7239
6995129,2116,3496
3271756,5744,9280
6250841,2673,6919
4084379,505,2559
7155797,1237,3353
6287212,6471,7228
2932834,946,5245
3991484,3098,5647
9087391,8016,11349
3630280,221,2478
5512432,893,4630
8952835,9087,11244
5071800,7138,11946
5000657,9724,10031
3486955,3798,7246
6762434,4670,7566
2361949,8559,9979
1651192,5543,7270
1676361,5123,6585
9666374,297,4720
6661650,8700,8960
4946632,7785,10938
3575531,8548,9150
4127929,6067,9909
4322667,6224,7849
3186617,8248,8749
2490506,2985,3662
2789279,8986,9391
9431894,3685,8502
2427728,4217,8151
3185798,6407,11075
3818545,5201,6684
7186482,3630,4226
9168868,2350,4245
3069286,640,4163
2974882,7180,9841
6725980,1868,6859
4901959,2187,5586
6109715,7493,11791
3428122,6643,8500
2810073,1273,1674
1463397,74,1407
1909851,5202,9590
5634421,4550,4596
8264638,1838,6791
6882375,7690,12655
6039406,289,732
1033957,4594,5895
9922426,1361,5747
8604926,1416,5746
9999324,7041,9707
8964332,5494,8471
7449316,7496,8529
3914883,9457,9807
6201573,2382,5100
6508775,7085,7334
1120810,8632,10299
5082409,4660,6581
7661293,541,4218
7437134,7996,9023
2314631,1760,4446
6200048,6752,10833
9681995,2783,5059
3520940,5126,5356
2032789,9571,11150
6480042,8314,9857
5283189,184,690
3073248,8867,12798
4296259,7240,8396
9061426,550,1387
3969130,2998,7583
1759980,3488,7986
9328016,5931,8933
7043189,8329,13155
7945418,8994,10652
8402303,9191,12392
4197610,9451,12387
2993231,782,4166
1224153,4384,8694
8851592,1101,1659
2047725,1764,2691
7929480,7113,11570
1681445,3880,7170
5882608,4888,6188
2028356,9898,13559
3297809,4145,7558
4232811,6974,11347
4178337,2089,2872
6909053,5562,9164
3934170,86,2644
9875734,1583,6090
3139025,2998,7807
9817463,3686,5700
9017266,519,4657
7719342,315,2831
7421070,3940,4548
7116198,9688,12919
2407214,2639,4701
7189280,1227,5759
3766858,7709,11778
6048970,4619,5386
1497140,5659,6674
9898696,4788,7400
3266043,3475,7015
8652101,1393,3968
4851922,9194,13159
6542949,8272,12224
3518198,6649,8398
1148694,7641,11894
1487632,5463,6332
4459349,5332,7060
3679246,9505,11271
4964008,3635,7242
9405700,7083,10931
9100877,1059,4725
7746839,9665,10032
9464881,4852,8437
3368214,9688,10809
6538157,4298,7265
5548545,8779,12806
3314975,9225,9850
7315904,6070,10537
9483548,6695,11395
5448451,1010,3753
4505648,4772,5138
7465626,7440,9270
2493120,6043,6387
4963925,8140,10680
7026036,2559,4454
1064070,2079,5803
2569054,7841,11880
6254943,5331,8175
6745048,3735,7327
5147553,2804,6151
4838643,6826,9546
9916411,8607,11524
4218200,8734,11660
9660484,346,1486
1331255,5138,6206
9392222,7980,11373
2758457,2288,3849
6924145,804,1918
8576129,1904,4872
2879931,5323,10074
8291613,6566,10406
2026518,458,3277
6462685,7109,8561
3545578,6727,11517
7149541,8388,11369
6211179,5441,6964
7460969,5904,7639
4794803,6501,8980
2779056,7152,10548
4142798,1541,4517
9389656,4477,6471
2073774,2172,6873
6170637,3116,5299
6754436,5475,8100
6273559,9870,10069
2614300,3238,3970
6138751,4242,6731
8803064,9714,12817
5127496,1127,2597
2528191,4428,5892
2992583,6462,10181
4492391,185,4238
5910828,5185,7968
9328062,7058,9944
6982713,5558,6818
8193344,9291,11825
9074030,3868,8450
3544138,4949,7571
7564402,7218,11366
3164625,6430,9810
5788441,6170,6424
3657844,6028,7459
2262789,2540,4661
9212012,5882,10136
8556780,777,3396
2604438,9096,14038
4793389,2325,4308
7802111,1785,3314
7747663,9307,12325
3314107,4785,6003
6149619,8521,11336
8815039,3469,4276
3174810,8486,8978
9862700,7082,10638
4027426,1439,4159
4816697,6116,8677
6590639,8444,13065
6661483,3525,5053
6003146,2068,3645
8500841,9012,13657
9813123,122,3304
1787489,4934,7645
8817002,2012,2673
5512797,6682,7037
6850816,7494,10515
9107749,6818,8530
3719973,1677,2451
9606164,6236,7484
5054929,1456,5861
2278611,6050,10985
6178284,3114,6490
9844346,5188,9355
8673693,516,4431
9975484,7483,8052
8645316,2364,5342
5340649,6295,11098
5822491,9061,9495
5710708,5046,6378
2121098,2360,7214
9160573,8881,10572
6820119,8883,11196
9321746,5135,9281
5431491,5787,7213
1267400,7253,11164
6797384,4063,5584
5845523,738,3337
3891683,6480,10982
1997479,1662,4693
9293657,4811,9004
8372571,3405,4788
8382585,3684,4233
3798406,3898,5222
1844035,4817,6338
1840307,514,1568
6333069,8571,12934
3937739,1792,2514
7488516,8939,10442
